checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct,personal_status_sex,other_debtors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target
hesap yok,6,simdiye odendi,egitim,1538,<100 DM,<1 yil,1,A92,A101,2,A124,56,A143,kendi evi,1,vasifli,1,A191,A201,0
hesap yok,12,simdiye odendi,radyo/TV,2279,bilinmiyor,1-4 yil,4,A93,A101,4,A124,37,A143,ucretsiz,1,vasifli,1,A192,A201,0
hesap yok,15,gecmiste gecikme,radyo/TV,1478,<100 DM,1-4 yil,4,A94,A101,3,A121,33,A141,kendi evi,2,vasifli,1,A191,A201,0
hesap yok,24,kritik hesap,radyo/TV,5103,<100 DM,<1 yil,3,A94,A101,3,A124,47,A143,ucretsiz,3,vasifli,1,A192,A201,0
0-200 DM,36,gecmiste gecikme,is,9857,100-500 DM,4-7 yil,1,A93,A101,3,A122,31,A143,kendi evi,2,vasifsiz-yerlesik,2,A192,A201,0
hesap yok,60,simdiye odendi,araba(yeni),6527,bilinmiyor,1-4 yil,4,A93,A101,4,A124,34,A143,ucretsiz,1,vasifli,2,A192,A201,0
>=200 DM,10,kritik hesap,radyo/TV,1347,bilinmiyor,4-7 yil,4,A93,A101,2,A122,27,A143,kendi evi,2,vasifli,1,A192,A201,0
0-200 DM,36,gecmiste gecikme,araba(yeni),2862,100-500 DM,>=7 yil,4,A93,A101,3,A124,30,A143,ucretsiz,1,vasifli,1,A191,A201,0
hesap yok,9,simdiye odendi,radyo/TV,2753,100-500 DM,>=7 yil,3,A93,A102,4,A123,35,A143,kendi evi,1,vasifli,1,A192,A201,0
<0 DM,12,simdiye odendi,araba(yeni),3651,>=1000 DM,1-4 yil,1,A93,A101,3,A122,31,A143,kendi evi,1,vasifli,2,A191,A201,0
<0 DM,15,kritik hesap,mobilya,975,<100 DM,1-4 yil,2,A91,A101,3,A122,25,A143,kendi evi,2,vasifli,1,A191,A201,0
0-200 DM,15,simdiye odendi,tamirat,2631,100-500 DM,1-4 yil,3,A92,A101,2,A121,25,A143,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,0
0-200 DM,24,simdiye odendi,radyo/TV,2896,100-500 DM,<1 yil,2,A93,A101,1,A123,29,A143,kendi evi,1,vasifli,1,A191,A201,0
<0 DM,6,kritik hesap,araba(yeni),4716,bilinmiyor,<1 yil,1,A93,A101,3,A121,44,A143,kendi evi,2,vasifsiz-yerlesik,2,A191,A201,0
hesap yok,24,simdiye odendi,radyo/TV,2284,<100 DM,4-7 yil,4,A93,A101,2,A123,28,A143,kendi evi,1,vasifli,1,A192,A201,0
hesap yok,6,simdiye odendi,araba(eski),1236,500-1000 DM,1-4 yil,2,A93,A101,4,A122,50,A143,kira,1,vasifli,1,A191,A201,0
0-200 DM,12,simdiye odendi,radyo/TV,1103,<100 DM,4-7 yil,4,A93,A103,3,A121,29,A143,kendi evi,2,vasifli,1,A191,A202,0
hesap yok,12,kritik hesap,araba(yeni),926,<100 DM,issiz,1,A92,A101,2,A122,38,A143,kendi evi,1,issiz/vasifsiz,1,A191,A201,0
hesap yok,18,kritik hesap,radyo/TV,1800,<100 DM,1-4 yil,4,A93,A101,2,A123,24,A143,kendi evi,2,vasifli,1,A191,A201,0
>=200 DM,15,simdiye odendi,egitim,1905,<100 DM,>=7 yil,4,A93,A101,4,A123,40,A143,kira,1,yonetici/uzman,1,A192,A201,0
hesap yok,12,simdiye odendi,mobilya,1123,500-1000 DM,1-4 yil,4,A92,A101,4,A123,29,A143,kira,1,vasifsiz-yerlesik,1,A191,A201,1
<0 DM,48,kritik hesap,araba(eski),6331,<100 DM,>=7 yil,4,A93,A101,4,A124,46,A143,ucretsiz,2,vasifli,1,A192,A201,1
>=200 DM,24,simdiye odendi,radyo/TV,1377,100-500 DM,>=7 yil,4,A92,A101,2,A124,47,A143,ucretsiz,1,vasifli,1,A192,A201,0
0-200 DM,30,gecmiste gecikme,is,2503,100-500 DM,>=7 yil,4,A93,A101,2,A122,41,A142,kendi evi,2,vasifli,1,A191,A201,0
0-200 DM,27,simdiye odendi,is,2528,<100 DM,<1 yil,4,A92,A101,1,A122,32,A143,kendi evi,1,vasifli,2,A192,A201,0
hesap yok,15,simdiye odendi,araba(yeni),5324,500-1000 DM,>=7 yil,1,A92,A101,4,A124,35,A143,ucretsiz,1,vasifli,1,A191,A201,0
0-200 DM,48,simdiye odendi,araba(yeni),6560,100-500 DM,4-7 yil,3,A93,A101,2,A122,24,A143,kendi evi,1,vasifli,1,A191,A201,1
0-200 DM,12,kredi yok/hepsi odendi,mobilya,2969,<100 DM,<1 yil,4,A92,A101,3,A122,25,A143,kira,2,vasifli,1,A191,A201,1
0-200 DM,9,simdiye odendi,radyo/TV,1206,<100 DM,>=7 yil,4,A92,A101,4,A121,25,A143,kendi evi,1,vasifli,1,A191,A201,0
0-200 DM,9,simdiye odendi,radyo/TV,2118,<100 DM,1-4 yil,2,A93,A101,2,A121,37,A143,kendi evi,1,vasifsiz-yerlesik,2,A191,A201,0
hesap yok,18,kritik hesap,radyo/TV,629,500-1000 DM,>=7 yil,4,A93,A101,3,A122,32,A141,kendi evi,2,yonetici/uzman,1,A192,A201,0
<0 DM,6,bu bankada odendi,egitim,1198,<100 DM,>=7 yil,4,A92,A101,4,A124,35,A143,ucretsiz,1,vasifli,1,A191,A201,1
hesap yok,21,simdiye odendi,araba(eski),2476,bilinmiyor,>=7 yil,4,A93,A101,4,A121,46,A143,kendi evi,1,yonetici/uzman,1,A192,A201,0
<0 DM,9,kritik hesap,radyo/TV,1138,<100 DM,1-4 yil,4,A93,A101,4,A121,25,A143,kendi evi,2,vasifsiz-yerlesik,1,A191,A201,0
0-200 DM,60,simdiye odendi,araba(yeni),14027,<100 DM,4-7 yil,4,A93,A101,2,A124,27,A143,kendi evi,1,yonetici/uzman,1,A192,A201,1
hesap yok,30,kritik hesap,araba(eski),7596,bilinmiyor,>=7 yil,1,A93,A101,4,A123,63,A143,kendi evi,2,vasifli,1,A191,A201,0
hesap yok,30,kritik hesap,radyo/TV,3077,bilinmiyor,>=7 yil,3,A93,A101,2,A123,40,A143,kendi evi,2,vasifli,2,A192,A201,0
hesap yok,18,simdiye odendi,radyo/TV,1505,<100 DM,1-4 yil,4,A93,A101,2,A124,32,A143,ucretsiz,1,yonetici/uzman,1,A192,A201,0
>=200 DM,24,kritik hesap,radyo/TV,3148,bilinmiyor,1-4 yil,3,A93,A101,2,A123,31,A143,kendi evi,2,vasifli,1,A192,A201,0
0-200 DM,20,kredi yok/hepsi odendi,araba(eski),6148,100-500 DM,>=7 yil,3,A94,A101,4,A123,31,A141,kendi evi,2,vasifli,1,A192,A201,0
>=200 DM,9,kredi yok/hepsi odendi,radyo/TV,1337,<100 DM,<1 yil,4,A93,A101,2,A123,34,A143,kendi evi,2,yonetici/uzman,1,A192,A201,1
0-200 DM,6,bu bankada odendi,egitim,433,>=1000 DM,<1 yil,4,A92,A101,2,A122,24,A141,kira,1,vasifli,2,A191,A201,1
<0 DM,12,simdiye odendi,araba(yeni),1228,<100 DM,1-4 yil,4,A92,A101,2,A121,24,A143,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,1
0-200 DM,9,simdiye odendi,radyo/TV,790,500-1000 DM,1-4 yil,4,A92,A101,3,A121,66,A143,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,0
hesap yok,27,simdiye odendi,araba(yeni),2570,<100 DM,1-4 yil,3,A92,A101,3,A121,21,A143,kira,1,vasifli,1,A191,A201,1
hesap yok,6,kritik hesap,araba(yeni),250,>=1000 DM,1-4 yil,2,A92,A101,2,A121,41,A141,kendi evi,2,vasifsiz-yerlesik,1,A191,A201,0
hesap yok,15,kritik hesap,radyo/TV,1316,500-1000 DM,1-4 yil,2,A94,A101,2,A122,47,A143,kendi evi,2,vasifsiz-yerlesik,1,A191,A201,0
<0 DM,18,simdiye odendi,radyo/TV,1882,<100 DM,1-4 yil,4,A92,A101,4,A123,25,A141,kira,2,vasifli,1,A191,A201,1
0-200 DM,48,bu bankada odendi,is,6416,<100 DM,>=7 yil,4,A92,A101,3,A124,59,A143,kira,1,vasifli,1,A191,A201,1
>=200 DM,24,kritik hesap,is,1275,>=1000 DM,1-4 yil,2,A91,A101,4,A121,36,A143,kendi evi,2,vasifli,1,A192,A201,0
0-200 DM,24,gecmiste gecikme,radyo/TV,6403,<100 DM,<1 yil,1,A93,A101,2,A123,33,A143,kendi evi,1,vasifli,1,A191,A201,0
<0 DM,24,simdiye odendi,radyo/TV,1987,<100 DM,1-4 yil,2,A93,A101,4,A121,21,A143,kira,1,vasifsiz-yerlesik,2,A191,A201,1
0-200 DM,8,simdiye odendi,radyo/TV,760,<100 DM,4-7 yil,4,A92,A103,2,A121,44,A143,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,0
hesap yok,24,simdiye odendi,araba(eski),2603,>=1000 DM,1-4 yil,2,A92,A101,4,A123,28,A143,kira,1,vasifli,1,A192,A201,0
hesap yok,4,kritik hesap,araba(yeni),3380,<100 DM,4-7 yil,1,A92,A101,1,A121,37,A143,kendi evi,1,vasifli,2,A191,A201,0
0-200 DM,36,bu bankada odendi,ev aleti,3990,bilinmiyor,<1 yil,3,A92,A101,2,A124,29,A141,kendi evi,1,issiz/vasifsiz,1,A191,A201,0
0-200 DM,24,simdiye odendi,araba(eski),11560,<100 DM,1-4 yil,1,A92,A101,4,A123,23,A143,kira,2,yonetici/uzman,1,A191,A201,1
<0 DM,18,simdiye odendi,araba(yeni),4380,100-500 DM,1-4 yil,3,A93,A101,4,A123,35,A143,kendi evi,1,vasifsiz-yerlesik,2,A192,A201,0
hesap yok,6,kritik hesap,araba(yeni),6761,<100 DM,4-7 yil,1,A93,A101,3,A124,45,A143,kendi evi,2,yonetici/uzman,2,A192,A201,0
0-200 DM,30,kredi yok/hepsi odendi,is,4280,100-500 DM,1-4 yil,4,A92,A101,4,A123,26,A143,kira,2,vasifsiz-yerlesik,1,A191,A201,1
<0 DM,24,bu bankada odendi,araba(yeni),2325,100-500 DM,4-7 yil,2,A93,A101,3,A123,32,A141,kendi evi,1,vasifli,1,A191,A201,0
0-200 DM,10,bu bankada odendi,radyo/TV,1048,<100 DM,1-4 yil,4,A93,A101,4,A121,23,A142,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,0
hesap yok,21,simdiye odendi,radyo/TV,3160,bilinmiyor,>=7 yil,4,A93,A101,3,A122,41,A143,kendi evi,1,vasifli,1,A192,A201,0
<0 DM,24,bu bankada odendi,mobilya,2483,500-1000 DM,1-4 yil,4,A93,A101,4,A121,22,A142,kendi evi,1,vasifli,1,A192,A201,0
<0 DM,39,kritik hesap,mobilya,14179,bilinmiyor,4-7 yil,4,A93,A101,4,A122,30,A143,kendi evi,2,yonetici/uzman,1,A192,A201,0
<0 DM,13,kritik hesap,is,1797,<100 DM,<1 yil,3,A93,A101,1,A122,28,A141,kendi evi,2,vasifsiz-yerlesik,1,A191,A201,0
<0 DM,15,simdiye odendi,araba(yeni),2511,<100 DM,issiz,1,A92,A101,4,A123,23,A143,kira,1,vasifli,1,A191,A201,0
<0 DM,12,simdiye odendi,araba(yeni),1274,<100 DM,<1 yil,3,A92,A101,1,A121,37,A143,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,1
hesap yok,21,simdiye odendi,araba(eski),5248,bilinmiyor,1-4 yil,1,A93,A101,3,A123,26,A143,kendi evi,1,vasifli,1,A191,A201,0
hesap yok,15,simdiye odendi,araba(eski),3029,<100 DM,4-7 yil,2,A93,A101,2,A123,33,A143,kendi evi,1,vasifli,1,A191,A201,0
<0 DM,6,simdiye odendi,mobilya,428,<100 DM,>=7 yil,2,A92,A101,1,A122,49,A141,kendi evi,1,vasifli,1,A192,A201,0
<0 DM,18,simdiye odendi,araba(yeni),976,<100 DM,<1 yil,1,A92,A101,2,A123,23,A143,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,1
0-200 DM,12,simdiye odendi,is,841,100-500 DM,4-7 yil,2,A92,A101,4,A121,23,A143,kira,1,vasifsiz-yerlesik,1,A191,A201,0
hesap yok,30,kritik hesap,radyo/TV,5771,<100 DM,4-7 yil,4,A92,A101,2,A123,25,A143,kendi evi,2,vasifli,1,A191,A201,0
hesap yok,12,gecmiste gecikme,tamirat,1555,>=1000 DM,>=7 yil,4,A93,A101,4,A124,55,A143,ucretsiz,2,vasifli,2,A191,A201,1
<0 DM,24,simdiye odendi,araba(yeni),1285,bilinmiyor,4-7 yil,4,A92,A101,4,A124,32,A143,kira,1,vasifli,1,A191,A201,1
>=200 DM,6,kritik hesap,araba(yeni),1299,<100 DM,1-4 yil,1,A93,A101,1,A121,74,A143,kendi evi,3,issiz/vasifsiz,2,A191,A202,0
>=200 DM,15,kritik hesap,radyo/TV,1271,bilinmiyor,1-4 yil,3,A93,A101,4,A124,39,A143,ucretsiz,2,vasifli,1,A192,A201,1
hesap yok,24,simdiye odendi,araba(yeni),1393,<100 DM,1-4 yil,2,A93,A103,2,A121,31,A143,kendi evi,1,vasifli,1,A192,A201,0
<0 DM,12,kritik hesap,araba(yeni),691,<100 DM,>=7 yil,4,A93,A101,3,A122,35,A143,kendi evi,2,vasifli,1,A191,A201,1
hesap yok,15,kritik hesap,araba(yeni),5045,bilinmiyor,>=7 yil,1,A92,A101,4,A123,59,A143,kendi evi,1,vasifli,1,A192,A201,0
<0 DM,18,kritik hesap,mobilya,2124,<100 DM,1-4 yil,4,A92,A101,4,A121,24,A143,kira,2,vasifli,1,A191,A201,1
<0 DM,12,simdiye odendi,radyo/TV,2214,<100 DM,1-4 yil,4,A93,A101,3,A122,24,A143,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,0
hesap yok,21,kritik hesap,araba(yeni),12680,bilinmiyor,>=7 yil,4,A93,A101,4,A124,30,A143,ucretsiz,1,yonetici/uzman,1,A192,A201,1
hesap yok,24,kritik hesap,araba(yeni),2463,100-500 DM,4-7 yil,4,A94,A101,3,A122,27,A143,kendi evi,2,vasifli,1,A192,A201,0
0-200 DM,12,simdiye odendi,radyo/TV,1155,<100 DM,>=7 yil,3,A94,A103,3,A121,40,A141,kendi evi,2,vasifsiz-yerlesik,1,A191,A201,0
<0 DM,30,simdiye odendi,mobilya,3108,<100 DM,<1 yil,2,A91,A101,4,A122,31,A143,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,1
hesap yok,10,simdiye odendi,araba(eski),2901,bilinmiyor,<1 yil,1,A92,A101,4,A121,31,A143,kira,1,vasifli,1,A191,A201,0
0-200 DM,12,kritik hesap,mobilya,3617,<100 DM,>=7 yil,1,A93,A101,4,A123,28,A143,kira,3,vasifli,1,A192,A201,0
hesap yok,12,kritik hesap,radyo/TV,1655,<100 DM,>=7 yil,2,A93,A101,4,A121,63,A143,kendi evi,2,vasifsiz-yerlesik,1,A192,A201,0
<0 DM,24,simdiye odendi,araba(eski),2812,bilinmiyor,>=7 yil,2,A92,A101,4,A121,26,A143,kira,1,vasifli,1,A191,A201,0
<0 DM,36,kritik hesap,egitim,8065,<100 DM,1-4 yil,3,A92,A101,2,A124,25,A143,kendi evi,2,yonetici/uzman,1,A192,A201,1
hesap yok,21,kritik hesap,araba(eski),3275,<100 DM,>=7 yil,1,A93,A101,4,A123,36,A143,kendi evi,1,yonetici/uzman,1,A192,A201,0
hesap yok,24,kritik hesap,radyo/TV,2223,100-500 DM,>=7 yil,4,A93,A101,4,A122,52,A141,kendi evi,2,vasifli,1,A191,A201,0
>=200 DM,12,kritik hesap,araba(yeni),1480,500-1000 DM,issiz,2,A93,A101,4,A124,66,A141,ucretsiz,3,issiz/vasifsiz,1,A191,A201,0
<0 DM,24,simdiye odendi,araba(yeni),1371,bilinmiyor,1-4 yil,4,A92,A101,4,A121,25,A143,kira,1,vasifli,1,A191,A201,1
hesap yok,36,kritik hesap,araba(yeni),3535,<100 DM,4-7 yil,4,A93,A101,4,A123,37,A143,kendi evi,2,vasifli,1,A192,A201,0
<0 DM,18,simdiye odendi,radyo/TV,3509,<100 DM,4-7 yil,4,A92,A103,1,A121,25,A143,kendi evi,1,vasifli,1,A191,A201,0
hesap yok,36,kritik hesap,araba(eski),5711,>=1000 DM,>=7 yil,4,A93,A101,2,A123,38,A143,kendi evi,2,yonetici/uzman,1,A192,A201,0
0-200 DM,18,simdiye odendi,tamirat,3872,<100 DM,issiz,2,A92,A101,4,A123,67,A143,kendi evi,1,vasifli,1,A192,A201,0
0-200 DM,39,kritik hesap,radyo/TV,4933,<100 DM,4-7 yil,2,A93,A103,2,A121,25,A143,kendi evi,2,vasifli,1,A191,A201,1
hesap yok,24,kritik hesap,araba(yeni),1940,>=1000 DM,>=7 yil,4,A93,A101,4,A121,60,A143,kendi evi,1,vasifli,1,A192,A201,0
0-200 DM,12,kredi yok/hepsi odendi,yeniden egitim,1410,<100 DM,1-4 yil,2,A93,A101,2,A121,31,A143,kendi evi,1,vasifsiz-yerlesik,1,A192,A201,0
0-200 DM,12,simdiye odendi,araba(yeni),836,100-500 DM,<1 yil,4,A92,A101,2,A122,23,A141,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,1
0-200 DM,20,simdiye odendi,araba(eski),6468,bilinmiyor,issiz,1,A91,A101,4,A121,60,A143,kendi evi,1,yonetici/uzman,1,A192,A201,0
0-200 DM,18,simdiye odendi,is,1941,>=1000 DM,1-4 yil,4,A93,A101,2,A122,35,A143,kendi evi,1,vasifsiz-yerlesik,1,A192,A201,0
hesap yok,22,simdiye odendi,radyo/TV,2675,500-1000 DM,>=7 yil,3,A93,A101,4,A123,40,A143,kendi evi,1,vasifli,1,A191,A201,0
hesap yok,48,kritik hesap,araba(eski),2751,bilinmiyor,>=7 yil,4,A93,A101,3,A123,38,A143,kendi evi,2,vasifli,2,A192,A201,0
0-200 DM,48,gecmiste gecikme,egitim,6224,<100 DM,>=7 yil,4,A93,A101,4,A124,50,A143,ucretsiz,1,vasifli,1,A191,A201,1
<0 DM,40,kritik hesap,egitim,5998,<100 DM,1-4 yil,4,A93,A101,3,A124,27,A141,kendi evi,1,vasifli,1,A192,A201,1
0-200 DM,21,simdiye odendi,is,1188,<100 DM,>=7 yil,2,A92,A101,4,A122,39,A143,kendi evi,1,vasifli,2,A191,A201,1
hesap yok,24,simdiye odendi,araba(eski),6313,bilinmiyor,>=7 yil,3,A93,A101,4,A123,41,A143,kendi evi,1,yonetici/uzman,2,A192,A201,0
hesap yok,6,kritik hesap,mobilya,1221,bilinmiyor,1-4 yil,1,A94,A101,2,A122,27,A143,kendi evi,2,vasifli,1,A191,A201,0
>=200 DM,24,simdiye odendi,mobilya,2892,<100 DM,>=7 yil,3,A91,A101,4,A124,51,A143,ucretsiz,1,vasifli,1,A191,A201,0
hesap yok,24,simdiye odendi,mobilya,3062,500-1000 DM,>=7 yil,4,A93,A101,3,A124,32,A143,kira,1,vasifli,1,A192,A201,0
hesap yok,9,simdiye odendi,mobilya,2301,100-500 DM,<1 yil,2,A92,A101,4,A122,22,A143,kira,1,vasifli,1,A191,A201,0
<0 DM,18,simdiye odendi,araba(eski),7511,bilinmiyor,>=7 yil,1,A93,A101,4,A122,51,A143,ucretsiz,1,vasifli,2,A192,A201,1
hesap yok,12,kritik hesap,mobilya,1258,<100 DM,<1 yil,2,A92,A101,4,A122,22,A143,kira,2,vasifsiz-yerlesik,1,A191,A201,0
hesap yok,24,gecmiste gecikme,araba(yeni),717,bilinmiyor,>=7 yil,4,A94,A101,4,A123,54,A143,kendi evi,2,vasifli,1,A192,A201,0
0-200 DM,9,simdiye odendi,araba(yeni),1549,bilinmiyor,<1 yil,4,A93,A101,2,A121,35,A143,kendi evi,1,issiz/vasifsiz,1,A191,A201,0
hesap yok,24,kritik hesap,egitim,1597,<100 DM,>=7 yil,4,A93,A101,4,A124,54,A143,ucretsiz,2,vasifli,2,A191,A201,0
0-200 DM,18,kritik hesap,radyo/TV,1795,<100 DM,>=7 yil,3,A92,A103,4,A121,48,A141,kira,2,vasifsiz-yerlesik,1,A192,A201,0
<0 DM,20,kritik hesap,mobilya,4272,<100 DM,>=7 yil,1,A92,A101,4,A122,24,A143,kendi evi,2,vasifli,1,A191,A201,0
hesap yok,12,kritik hesap,radyo/TV,976,bilinmiyor,>=7 yil,4,A93,A101,4,A123,35,A143,kendi evi,2,vasifli,1,A191,A201,0
0-200 DM,12,simdiye odendi,araba(yeni),7472,bilinmiyor,issiz,1,A92,A101,2,A121,24,A143,kira,1,issiz/vasifsiz,1,A191,A201,0
<0 DM,36,simdiye odendi,araba(yeni),9271,<100 DM,4-7 yil,2,A93,A101,1,A123,24,A143,kendi evi,1,vasifli,1,A192,A201,1
0-200 DM,6,simdiye odendi,radyo/TV,590,<100 DM,<1 yil,3,A94,A101,3,A121,26,A143,kendi evi,1,vasifsiz-yerlesik,1,A191,A202,0
hesap yok,12,kritik hesap,radyo/TV,930,bilinmiyor,>=7 yil,4,A93,A101,4,A121,65,A143,kendi evi,4,vasifli,1,A191,A201,0
0-200 DM,42,bu bankada odendi,araba(eski),9283,<100 DM,issiz,1,A93,A101,2,A124,55,A141,ucretsiz,1,yonetici/uzman,1,A192,A201,0
0-200 DM,15,kredi yok/hepsi odendi,araba(yeni),1778,<100 DM,<1 yil,2,A92,A101,1,A121,26,A143,kira,2,issiz/vasifsiz,1,A191,A201,1
0-200 DM,8,simdiye odendi,is,907,<100 DM,<1 yil,3,A94,A101,2,A121,26,A143,kendi evi,1,vasifli,1,A192,A201,0
0-200 DM,6,simdiye odendi,radyo/TV,484,<100 DM,4-7 yil,3,A94,A103,3,A121,28,A141,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,0
<0 DM,36,kritik hesap,araba(eski),9629,<100 DM,4-7 yil,4,A93,A101,4,A123,24,A143,kendi evi,2,vasifli,1,A192,A201,1
<0 DM,48,simdiye odendi,ev aleti,3051,<100 DM,1-4 yil,3,A93,A101,4,A123,54,A143,kendi evi,1,vasifli,1,A191,A201,1
<0 DM,48,simdiye odendi,araba(yeni),3931,<100 DM,4-7 yil,4,A93,A101,4,A124,46,A143,ucretsiz,1,vasifli,2,A191,A201,1
0-200 DM,36,gecmiste gecikme,araba(yeni),7432,<100 DM,1-4 yil,2,A92,A101,2,A122,54,A143,kira,1,vasifli,1,A191,A201,0
hesap yok,6,simdiye odendi,ev aleti,1338,500-1000 DM,1-4 yil,1,A91,A101,4,A121,62,A143,kendi evi,1,vasifli,1,A191,A201,0
hesap yok,6,kritik hesap,radyo/TV,1554,<100 DM,4-7 yil,1,A92,A101,2,A123,24,A143,kira,2,vasifli,1,A192,A201,0
<0 DM,36,simdiye odendi,diger,15857,<100 DM,issiz,2,A91,A102,3,A123,43,A143,kendi evi,1,yonetici/uzman,1,A191,A201,0
<0 DM,18,simdiye odendi,radyo/TV,1345,<100 DM,1-4 yil,4,A94,A101,3,A121,26,A141,kendi evi,1,vasifli,1,A191,A201,1
hesap yok,12,simdiye odendi,araba(yeni),1101,<100 DM,1-4 yil,3,A94,A101,2,A121,27,A143,kendi evi,2,vasifli,1,A192,A201,0
>=200 DM,12,simdiye odendi,radyo/TV,3016,<100 DM,1-4 yil,3,A94,A101,1,A123,24,A143,kendi evi,1,vasifli,1,A191,A201,0
<0 DM,36,simdiye odendi,mobilya,2712,<100 DM,>=7 yil,2,A93,A101,2,A122,41,A141,kendi evi,1,vasifli,2,A191,A201,1
<0 DM,8,kritik hesap,araba(yeni),731,<100 DM,>=7 yil,4,A93,A101,4,A121,47,A143,kendi evi,2,vasifsiz-yerlesik,1,A191,A201,0
hesap yok,18,kritik hesap,mobilya,3780,<100 DM,<1 yil,3,A91,A101,2,A123,35,A143,kendi evi,2,yonetici/uzman,1,A192,A201,0
<0 DM,21,kritik hesap,araba(yeni),1602,<100 DM,>=7 yil,4,A94,A101,3,A123,30,A143,kendi evi,2,vasifli,1,A192,A201,0
<0 DM,18,kritik hesap,araba(yeni),3966,<100 DM,>=7 yil,1,A92,A101,4,A121,33,A141,kira,3,vasifli,1,A192,A201,1
hesap yok,18,kredi yok/hepsi odendi,is,4165,<100 DM,1-4 yil,2,A93,A101,2,A123,36,A142,kendi evi,2,vasifli,2,A191,A201,1
<0 DM,36,simdiye odendi,araba(eski),8335,bilinmiyor,>=7 yil,3,A93,A101,4,A124,47,A143,ucretsiz,1,vasifli,1,A191,A201,1
0-200 DM,48,gecmiste gecikme,is,6681,bilinmiyor,1-4 yil,4,A93,A101,4,A124,38,A143,ucretsiz,1,vasifli,2,A192,A201,0
hesap yok,24,gecmiste gecikme,is,2375,500-1000 DM,1-4 yil,4,A93,A101,2,A123,44,A143,kendi evi,2,vasifli,2,A192,A201,0
<0 DM,18,simdiye odendi,araba(yeni),1216,<100 DM,<1 yil,4,A92,A101,3,A123,23,A143,kira,1,vasifli,1,A192,A201,1
<0 DM,45,kredi yok/hepsi odendi,is,11816,<100 DM,>=7 yil,2,A93,A101,4,A123,29,A143,kira,2,vasifli,1,A191,A201,1
0-200 DM,24,simdiye odendi,radyo/TV,5084,bilinmiyor,>=7 yil,2,A92,A101,4,A123,42,A143,kendi evi,1,vasifli,1,A192,A201,0
>=200 DM,15,simdiye odendi,radyo/TV,2327,<100 DM,<1 yil,2,A92,A101,3,A121,25,A143,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,1
<0 DM,12,kredi yok/hepsi odendi,araba(yeni),1082,<100 DM,1-4 yil,4,A93,A101,4,A123,48,A141,kendi evi,2,vasifli,1,A191,A201,1
hesap yok,12,simdiye odendi,radyo/TV,886,bilinmiyor,1-4 yil,4,A92,A101,2,A123,21,A143,kendi evi,1,vasifli,1,A191,A201,0
hesap yok,4,simdiye odendi,mobilya,601,<100 DM,<1 yil,1,A92,A101,3,A121,23,A143,kira,1,vasifsiz-yerlesik,2,A191,A201,0
<0 DM,24,kritik hesap,araba(eski),2957,<100 DM,>=7 yil,4,A93,A101,4,A122,63,A143,kendi evi,2,vasifli,1,A192,A201,0
hesap yok,24,kritik hesap,radyo/TV,2611,<100 DM,>=7 yil,4,A94,A102,3,A121,46,A143,kendi evi,2,vasifli,1,A191,A201,0
<0 DM,36,simdiye odendi,mobilya,5179,<100 DM,4-7 yil,4,A93,A101,2,A122,29,A143,kendi evi,1,vasifli,1,A191,A201,1
hesap yok,21,gecmiste gecikme,araba(eski),2993,<100 DM,1-4 yil,3,A93,A101,2,A121,28,A142,kendi evi,2,vasifsiz-yerlesik,1,A191,A201,0
hesap yok,18,simdiye odendi,tamirat,1943,<100 DM,<1 yil,4,A92,A101,4,A121,23,A143,kendi evi,1,vasifli,1,A191,A201,1
hesap yok,24,bu bankada odendi,is,1559,<100 DM,4-7 yil,4,A93,A101,4,A123,50,A141,kendi evi,1,vasifli,1,A192,A201,0
hesap yok,18,simdiye odendi,mobilya,3422,<100 DM,>=7 yil,4,A93,A101,4,A122,47,A141,kendi evi,3,vasifli,2,A192,A201,0
0-200 DM,21,simdiye odendi,mobilya,3976,bilinmiyor,4-7 yil,2,A93,A101,3,A123,35,A143,kendi evi,1,vasifli,1,A192,A201,0
hesap yok,18,simdiye odendi,araba(yeni),6761,bilinmiyor,1-4 yil,2,A93,A101,4,A123,68,A143,kira,2,vasifli,1,A191,A201,1
hesap yok,24,simdiye odendi,araba(yeni),1249,<100 DM,<1 yil,4,A94,A101,2,A121,28,A143,kendi evi,1,vasifli,1,A191,A201,0
<0 DM,9,simdiye odendi,radyo/TV,1364,<100 DM,4-7 yil,3,A93,A101,4,A121,59,A143,kendi evi,1,vasifli,1,A191,A201,0
<0 DM,12,simdiye odendi,radyo/TV,709,<100 DM,>=7 yil,4,A93,A101,4,A121,57,A142,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,1
